Points per enemy kill
+------------------------+--------------+
|         Enemy          | Pts per kill |
+========================+==============+
| Electric Wizzrobe      |            5 |
| Fire Wizzrobe          |            5 |
| Ice Wizzrobe           |            5 |
| Decayed Guardian       |           12 |
| Stone Talus            |           15 |
| Hinox                  |           15 |
| Yiga Blademaster       |           15 |
| Black Bokoblin         |           15 |
| Blizzrobe              |           15 |
| Meteo Wizzrobe         |           15 |
| Thunder Wizzrobe       |           15 |
| Sentry                 |           15 |
| Black Moblin           |           18 |
| Guardian Scout III     |           20 |
| Electric Lizalfos      |           20 |
| Ice-Breath Lizalfos    |           20 |
| Black Lizalfos         |           20 |
| Fire-Breath Lizalfos   |           20 |
| Golden Bokoblin        |           25 |
| Stalnox                |           25 |
| Silver Bokoblin        |           25 |
| Stone Talus (Luminous) |           25 |
| Blue Hinox             |           25 |
| Stone Talus (Rare)     |           30 |
| Igneo Talus            |           35 |
| Golden Moblin          |           35 |
| Guardian Scout IV      |           35 |
| Guardian Turret        |           35 |
| Frost Talus            |           35 |
| Silver Moblin          |           35 |
| Igneo Talus Titan      |           35 |
| Black Hinox            |           35 |
| Silver Lizalfos        |           40 |
| Golden Lizalfos        |           40 |
| Molduking              |           50 |
| Guardian Stalker       |           50 |
| Guardian Skywatcher    |           50 |
| Molduga                |           50 |
| Lynel                  |           50 |
| Blue-Maned Lynel       |           60 |
| White-Maned Lynel      |           80 |
| Master Kohga           |          100 |
| Golden Lynel           |          120 |
| Silver Lynel           |          120 |
| Fireblight Ganon       |          300 |
| Waterblight Ganon      |          300 |
| Thunderblight Ganon    |          300 |
| Windblight Ganon       |          300 |
| Monk Maz Koshia        |          500 |
| Dark Beast Ganon       |          800 |
+------------------------+--------------+

Enemy scaling list
Note: 1 point = 0.014 enemy points
+----------------+-------------------+-------------------+--------------+-------------+
|    Species     |       From        |        To         | Required pts | (enemy pts) |
| HyliaSeries        | Knight's Halberd             | Knight's Halberd ⭐           |      2166.67 |           26 |
| HyliaSeries        | Knight's Bow                 | Knight's Bow ⭐               |      2166.67 |           26 |
| OasisSeries        | Gerudo Shield ⭐             | Gerudo Shield ⭐⭐            |      2166.67 |           26 |
| UniqueSeries       | Frostblade ⭐                | Frostblade ⭐⭐               |      2166.67 |           26 |
| AssassinSeries     | Vicious Sickle ⭐⭐          | Demon Carver                  |      2166.67 |           26 |
| MoriblinSeries     | Spiked Moblin Spear ⭐⭐     | Dragonbone Moblin Spear       |      2166.67 |           26 |
| AssassinSeries     | Windcleaver                  | Windcleaver ⭐                |      2222.23 |        26.67 |
| MoriblinSeries     | Spiked Moblin Club ⭐⭐      | Dragonbone Moblin Club        |      2222.23 |        26.67 |
| LizalfosSeries     | Reinforced Lizal Shield ⭐   | Reinforced Lizal Shield ⭐⭐  |      2250.00 |           27 |
| DragonRoostSeries  | Falcon Bow ⭐                | Falcon Bow ⭐⭐               |      2250.00 |           27 |
| UniqueSeries       | Great Thunderblade ⭐        | Great Thunderblade ⭐⭐       |      2277.77 |        27.33 |
| KakarikoSeries     | Eightfold Longblade ⭐⭐     | Edge of Duality               |      2277.77 |        27.33 |
| LizalfosSeries     | Lizal Forked Boomerang ⭐    | Lizal Forked Boomerang ⭐⭐   |      2333.33 |           28 |
| LizalfosSeries     | Enhanced Lizal Spear ⭐      | Enhanced Lizal Spear ⭐⭐     |      2333.33 |           28 |
| LynelSeries        | Lynel Sword ⭐               | Lynel Sword ⭐⭐              |      2333.33 |           28 |
| LynelSeries        | Lynel Spear                  | Lynel Spear ⭐                |      2333.33 |           28 |
| ZoraSeries         | Silver Shield ⭐             | Silver Shield ⭐⭐            |      2333.33 |           28 |
| OasisSeries        | Moonlight Scimitar ⭐        | Moonlight Scimitar ⭐⭐       |      2333.33 |           28 |
| DragonRoostSeries  | Feathered Spear ⭐           | Feathered Spear ⭐⭐          |      2333.33 |           28 |
| UniqueSeries       | Thunderblade ⭐              | Thunderblade ⭐⭐             |      2333.33 |           28 |
| UniqueSeries       | Sword ⭐                     | Sword ⭐⭐                    |      2333.33 |           28 |
| UniqueSeries       | Goddess Sword                | Goddess Sword ⭐              |      2333.33 |           28 |
| UniqueSeries       | Ceremonial Trident           | Ceremonial Trident ⭐         |      2333.33 |           28 |
| GoronSeries        | Stone Smasher                | Stone Smasher ⭐              |      2333.33 |           28 |
| GoronSeries        | Drillshaft                   | Drillshaft ⭐                 |      2333.33 |           28 |
| LynelSeries        | Lynel Crusher ⭐             | Lynel Crusher ⭐⭐            |      2388.89 |        28.67 |
| HyliaSeries        | Knight's Claymore ⭐         | Knight's Claymore ⭐⭐        |      2388.89 |        28.67 |
| UniqueSeries       | Great Flameblade ⭐          | Great Flameblade ⭐⭐         |      2388.89 |        28.67 |
| LizalfosSeries     | Strengthened Lizal Bow ⭐    | Strengthened Lizal Bow ⭐⭐   |      2416.67 |           29 |
| LynelSeries        | Mighty Lynel Bow ⭐⭐        | Savage Lynel Bow              |      2416.67 |           29 |
| BokoblinSeries     | Dragonbone Boko Bat ⭐       | Dragonbone Boko Bat ⭐⭐      |      2500.00 |           30 |
| BokoblinSeries     | Dragonbone Boko Spear ⭐     | Dragonbone Boko Spear ⭐⭐    |      2500.00 |           30 |
| BokoblinSeries     | Dragon Bone Boko Bow ⭐      | Dragon Bone Boko Bow ⭐⭐     |      2500.00 |           30 |
| GuardianMiniSeries | Guardian Sword+              | Guardian Sword+ ⭐            |      2500.00 |           30 |
| GuardianMiniSeries | Ancient Battle Axe+          | Ancient Battle Axe+ ⭐        |      2500.00 |           30 |
| GuardianMiniSeries | Guardian Spear+              | Guardian Spear+ ⭐            |      2500.00 |           30 |
| GuardianMiniSeries | Guardian Shield+             | Guardian Shield+ ⭐           |      2500.00 |           30 |
| LynelSeries        | Lynel Shield                 | Lynel Shield ⭐               |      2500.00 |           30 |
| HyliaSeries        | Knight's Broadsword ⭐       | Knight's Broadsword ⭐⭐      |      2500.00 |           30 |
| HyliaSeries        | Knight's Bow ⭐              | Knight's Bow ⭐⭐             |      2500.00 |           30 |
| KokiriSeries       | Forest Dweller's Shield      | Forest Dweller's Shield ⭐    |      2500.00 |           30 |
| ZoraSeries         | Zora Spear ⭐⭐              | Silverscale Spear ⭐          |      2500.00 |           30 |
| UniqueSeries       | Twilight Bow                 | Twilight Bow ⭐               |      2500.00 |           30 |
| MoriblinSeries     | Dragonbone Moblin Club       | Dragonbone Moblin Club ⭐     |      2500.00 |           30 |
| MoriblinSeries     | Dragonbone Moblin Spear      | Dragonbone Moblin Spear ⭐    |      2500.00 |           30 |
| AssassinSeries     | Windcleaver ⭐               | Windcleaver ⭐⭐              |      2555.56 |        30.67 |
| OasisSeries        | Gerudo Shield ⭐⭐           | Radiant Shield                |      2583.33 |           31 |
| UniqueSeries       | Flameblade ⭐                | Flameblade ⭐⭐               |      2583.33 |           31 |
| LizalfosSeries     | Enhanced Lizal Spear ⭐⭐    | Forked Lizal Spear            |      2666.67 |           32 |
| LizalfosSeries     | Reinforced Lizal Shield ⭐⭐ | Steel Lizal Shield            |      2666.67 |           32 |
| LynelSeries        | Lynel Spear ⭐               | Lynel Spear ⭐⭐              |      2666.67 |           32 |
| LynelSeries        | Savage Lynel Bow             | Savage Lynel Bow ⭐           |      2666.67 |           32 |
| HyliaSeries        | Knight's Claymore ⭐⭐       | Royal Claymore                |      2666.67 |           32 |
| KokiriSeries       | Forest Dweller's Spear ⭐    | Forest Dweller's Spear ⭐⭐   |      2666.67 |           32 |
| OasisSeries        | Gerudo Spear                 | Gerudo Spear ⭐               |      2666.67 |           32 |
| UniqueSeries       | Sword of the Six Sages       | Sword of the Six Sages ⭐     |      2666.67 |           32 |
| LynelSeries        | Lynel Crusher ⭐⭐           | Mighty Lynel Crusher          |      2722.22 |        32.67 |
| GoronSeries        | Stone Smasher ⭐             | Stone Smasher ⭐⭐            |      2722.22 |        32.67 |
| LizalfosSeries     | Lizal Forked Boomerang ⭐⭐  | Lizal Tri-Boomerang           |      2750.00 |           33 |
| LizalfosSeries     | Strengthened Lizal Bow ⭐⭐  | Steel Lizal Bow               |      2750.00 |           33 |
| LynelSeries        | Lynel Sword ⭐⭐             | Mighty Lynel Sword            |      2750.00 |           33 |
| HyliaSeries        | Knight's Broadsword ⭐⭐     | Royal Broadsword              |      2750.00 |           33 |
| UniqueSeries       | Biggoron's Sword             | Biggoron's Sword ⭐           |      2777.78 |        33.33 |
| KakarikoSeries     | Edge of Duality              | Edge of Duality ⭐            |      2777.78 |        33.33 |
| BokoblinSeries     | Dragonbone Boko Club ⭐      | Dragonbone Boko Club ⭐⭐     |      2833.33 |           34 |
| BokoblinSeries     | Dragonbone Boko Shield ⭐    | Dragonbone Boko Shield ⭐⭐   |      2833.33 |           34 |
| GuardianMiniSeries | Guardian Sword+ ⭐           | Guardian Sword+ ⭐⭐          |      2833.33 |           34 |
| GuardianMiniSeries | Ancient Battle Axe+ ⭐       | Ancient Battle Axe+ ⭐⭐      |      2833.33 |           34 |
| GuardianMiniSeries | Guardian Spear+ ⭐           | Guardian Spear+ ⭐⭐          |      2833.33 |           34 |
| GuardianMiniSeries | Guardian Shield+ ⭐          | Guardian Shield+ ⭐⭐         |      2833.33 |           34 |
| HyliaSeries        | Soldier's Shield ⭐⭐        | Knight's Shield               |      2833.33 |           34 |
| KokiriSeries       | Forest Dweller's Shield ⭐   | Forest Dweller's Shield ⭐⭐  |      2833.33 |           34 |
| ZoraSeries         | Silverscale Spear ⭐         | Silverscale Spear ⭐⭐        |      2833.33 |           34 |
| KakarikoSeries     | Serpentine Spear ⭐          | Serpentine Spear ⭐⭐         |      2833.33 |           34 |
| HyliaSeries        | Royal Claymore               | Royal Claymore ⭐             |      2888.89 |        34.67 |
| MoriblinSeries     | Dragonbone Moblin Club ⭐    | Dragonbone Moblin Club ⭐⭐   |      2888.89 |        34.67 |
| LizalfosSeries     | Steel Lizal Shield           | Steel Lizal Shield ⭐         |      2916.67 |           35 |
| LynelSeries        | Lynel Shield ⭐              | Lynel Shield ⭐⭐             |      2916.67 |           35 |
| HyliaSeries        | Knight's Bow ⭐⭐            | Royal Bow                     |      2916.67 |           35 |
| OasisSeries        | Radiant Shield               | Radiant Shield ⭐             |      2916.67 |           35 |
| UniqueSeries       | Twilight Bow ⭐              | Twilight Bow ⭐⭐             |      2916.67 |           35 |
| LizalfosSeries     | Lizal Tri-Boomerang          | Lizal Tri-Boomerang ⭐        |      3000.00 |           36 |
| LizalfosSeries     | Forked Lizal Spear           | Forked Lizal Spear ⭐         |      3000.00 |           36 |
| LizalfosSeries     | Steel Lizal Bow              | Steel Lizal Bow ⭐            |      3000.00 |           36 |
| LynelSeries        | Mighty Lynel Sword           | Mighty Lynel Sword ⭐         |      3000.00 |           36 |
| LynelSeries        | Mighty Lynel Crusher         | Mighty Lynel Crusher ⭐       |      3000.00 |           36 |
| LynelSeries        | Lynel Spear ⭐⭐             | Mighty Lynel Spear            |      3000.00 |           36 |
| HyliaSeries        | Royal Broadsword             | Royal Broadsword ⭐           |      3000.00 |           36 |
| HyliaSeries        | Knight's Halberd ⭐          | Knight's Halberd ⭐⭐         |      3000.00 |           36 |
| UniqueSeries       | Goddess Sword ⭐             | Goddess Sword ⭐⭐            |      3000.00 |           36 |
| MoriblinSeries     | Dragonbone Moblin Spear ⭐   | Dragonbone Moblin Spear ⭐⭐  |      3000.00 |           36 |
| UniqueSeries       | Sword of the Six Sages ⭐    | Sword of the Six Sages ⭐⭐   |      3055.56 |        36.67 |
| HyliaSeries        | Royal Bow                    | Royal Bow ⭐                  |      3166.67 |           38 |
| UniqueSeries       | Biggoron's Sword ⭐          | Biggoron's Sword ⭐⭐         |      3166.67 |           38 |
| KakarikoSeries     | Edge of Duality ⭐           | Edge of Duality ⭐⭐          |      3166.67 |           38 |
| LynelSeries        | Savage Lynel Bow ⭐          | Savage Lynel Bow ⭐⭐         |      3250.00 |           39 |
| HyliaSeries        | Royal Claymore ⭐            | Royal Claymore ⭐⭐           |      3277.78 |        39.33 |
| LizalfosSeries     | Steel Lizal Bow ⭐           | Steel Lizal Bow ⭐⭐          |      3333.33 |           40 |
| GuardianMiniSeries | Guardian Sword++             | Guardian Sword++ ⭐           |      3333.33 |           40 |
| GuardianMiniSeries | Ancient Battle Axe++         | Ancient Battle Axe++ ⭐       |      3333.33 |           40 |
| GuardianMiniSeries | Guardian Spear++             | Guardian Spear++ ⭐           |      3333.33 |           40 |
| LynelSeries        | Mighty Lynel Spear           | Mighty Lynel Spear ⭐         |      3333.33 |           40 |
| LynelSeries        | Lynel Shield ⭐⭐            | Mighty Lynel Shield           |      3333.33 |           40 |
| HyliaSeries        | Knight's Shield              | Knight's Shield ⭐            |      3333.33 |           40 |
| OasisSeries        | Radiant Shield ⭐            | Radiant Shield ⭐⭐           |      3333.33 |           40 |
| UniqueSeries       | Fierce Deity Sword           | Fierce Deity Sword ⭐         |      3333.33 |           40 |
| UniqueSeries       | Ceremonial Trident ⭐        | Ceremonial Trident ⭐⭐       |      3333.33 |           40 |
| UniqueSeries       | Frostspear                   | Frostspear ⭐                 |      3333.33 |           40 |
| AssassinSeries     | Demon Carver                 | Demon Carver ⭐               |      3333.33 |           40 |
| GoronSeries        | Drillshaft ⭐                | Drillshaft ⭐⭐               |      3333.33 |           40 |
| LizalfosSeries     | Forked Lizal Spear ⭐        | Forked Lizal Spear ⭐⭐       |      3500.00 |           42 |
| LizalfosSeries     | Steel Lizal Shield ⭐        | Steel Lizal Shield ⭐⭐       |      3500.00 |           42 |
| GuardianMiniSeries | Guardian Shield++            | Guardian Shield++ ⭐          |      3500.00 |           42 |
| LynelSeries        | Mighty Lynel Crusher ⭐      | Mighty Lynel Crusher ⭐⭐     |      3500.00 |           42 |
| GuardianMiniSeries | Ancient Battle Axe++ ⭐      | Ancient Battle Axe++ ⭐⭐     |      3666.67 |           44 |
| LynelSeries        | Mighty Lynel Sword ⭐        | Mighty Lynel Sword ⭐⭐       |      3666.67 |           44 |
| LynelSeries        | Mighty Lynel Shield          | Mighty Lynel Shield ⭐        |      3666.67 |           44 |
| HyliaSeries        | Royal Bow ⭐                 | Royal Bow ⭐⭐                |      3666.67 |           44 |
| UniqueSeries       | Thunderspear                 | Thunderspear ⭐               |      3666.67 |           44 |
| UniqueSeries       | Ancient Bow                  | Ancient Bow ⭐                |      3666.67 |           44 |
| LizalfosSeries     | Lizal Tri-Boomerang ⭐       | Lizal Tri-Boomerang ⭐⭐      |      3750.00 |           45 |
| HyliaSeries        | Royal Broadsword ⭐          | Royal Broadsword ⭐⭐         |      3750.00 |           45 |
| GuardianMiniSeries | Guardian Spear++ ⭐          | Guardian Spear++ ⭐⭐         |      3833.33 |           46 |
| GuardianMiniSeries | Guardian Shield++ ⭐         | Guardian Shield++ ⭐⭐        |      3833.33 |           46 |
| HyliaSeries        | Knight's Halberd ⭐⭐        | Royal Halberd                 |      3833.33 |           46 |
| HyliaSeries        | Knight's Shield ⭐           | Knight's Shield ⭐⭐          |      3833.33 |           46 |
| OasisSeries        | Gerudo Spear ⭐              | Gerudo Spear ⭐⭐             |      3833.33 |           46 |
| UniqueSeries       | Fierce Deity Sword ⭐        | Fierce Deity Sword ⭐⭐       |      3833.33 |           46 |
| GuardianMiniSeries | Guardian Sword++ ⭐          | Guardian Sword++ ⭐⭐         |      3916.67 |           47 |
| LynelSeries        | Mighty Lynel Crusher ⭐⭐    | Savage Lynel Crusher          |      4000.00 |           48 |
| LynelSeries        | Mighty Lynel Spear ⭐        | Mighty Lynel Spear ⭐⭐       |      4000.00 |           48 |
| UniqueSeries       | Royal Guard's Sword          | Royal Guard's Sword ⭐        |      4000.00 |           48 |
| UniqueSeries       | Royal Guard's Claymore       | Royal Guard's Claymore ⭐     |      4000.00 |           48 |
| UniqueSeries       | Flamespear                   | Flamespear ⭐                 |      4000.00 |           48 |
| UniqueSeries       | Royal Guard's Bow            | Royal Guard's Bow ⭐          |      4166.67 |           50 |
| AssassinSeries     | Demon Carver ⭐              | Demon Carver ⭐⭐             |      4166.67 |           50 |
| LynelSeries        | Mighty Lynel Shield ⭐       | Mighty Lynel Shield ⭐⭐      |      4250.00 |           51 |
| HyliaSeries        | Knight's Shield ⭐⭐         | Royal Shield                  |      4250.00 |           51 |
| UniqueSeries       | Ancient Bow ⭐               | Ancient Bow ⭐⭐              |      4250.00 |           51 |
| LynelSeries        | Mighty Lynel Sword ⭐⭐      | Savage Lynel Sword            |      4333.33 |           52 |
| LynelSeries        | Savage Lynel Crusher         | Savage Lynel Crusher ⭐       |      4333.33 |           52 |
| HyliaSeries        | Royal Halberd                | Royal Halberd ⭐              |      4333.33 |           52 |
| UniqueSeries       | Frostspear ⭐                | Frostspear ⭐⭐               |      4333.33 |           52 |
| LynelSeries        | Mighty Lynel Spear ⭐⭐      | Savage Lynel Spear            |      4500.00 |           54 |
| HyliaSeries        | Royal Shield                 | Royal Shield ⭐               |      4583.33 |           55 |
| LynelSeries        | Mighty Lynel Shield ⭐⭐     | Savage Lynel Shield           |      4750.00 |           57 |
| LynelSeries        | Savage Lynel Sword           | Savage Lynel Sword ⭐         |      4833.33 |           58 |
| UniqueSeries       | Thunderspear ⭐              | Thunderspear ⭐⭐             |      4833.33 |           58 |
| UniqueSeries       | Royal Guard's Bow ⭐         | Royal Guard's Bow ⭐⭐        |      4833.33 |           58 |
| LynelSeries        | Savage Lynel Crusher ⭐      | Savage Lynel Crusher ⭐⭐     |      4944.44 |        59.33 |
| LynelSeries        | Savage Lynel Spear           | Savage Lynel Spear ⭐         |      5000.00 |           60 |
| UniqueSeries       | Royal Guard's Sword ⭐       | Royal Guard's Sword ⭐⭐      |      5000.00 |           60 |
| UniqueSeries       | Ancient Spear                | Ancient Spear ⭐              |      5000.00 |           60 |
| UniqueSeries       | Royal Guard's Claymore ⭐    | Royal Guard's Claymore ⭐⭐   |      5111.11 |        61.33 |
| LynelSeries        | Savage Lynel Shield          | Savage Lynel Shield ⭐        |      5166.67 |           62 |
| HyliaSeries        | Royal Shield ⭐              | Royal Shield ⭐⭐             |      5166.67 |           62 |
| UniqueSeries       | Flamespear ⭐                | Flamespear ⭐⭐               |      5166.67 |           62 |
| UniqueSeries       | Royal Guard's Spear          | Royal Guard's Spear ⭐        |      5333.33 |           64 |
| UniqueSeries       | Hero's Shield                | Hero's Shield ⭐              |      5416.67 |           65 |
| HyliaSeries        | Royal Halberd ⭐             | Royal Halberd ⭐⭐            |      5500.00 |           66 |
| LynelSeries        | Savage Lynel Spear ⭐        | Savage Lynel Spear ⭐⭐       |      5833.33 |           70 |
| LynelSeries        | Savage Lynel Shield ⭐       | Savage Lynel Shield ⭐⭐      |      5833.33 |           70 |
| UniqueSeries       | Royal Guard's Shield         | Royal Guard's Shield ⭐       |      5833.33 |           70 |
| UniqueSeries       | Ancient Shield               | Ancient Shield ⭐             |      5833.33 |           70 |
| LynelSeries        | Savage Lynel Sword ⭐        | Savage Lynel Sword ⭐⭐       |      6166.67 |           74 |
| UniqueSeries       | Hero's Shield ⭐             | Hero's Shield ⭐⭐            |      6166.67 |           74 |
| UniqueSeries       | Ancient Spear ⭐             | Ancient Spear ⭐⭐            |      6500.00 |           78 |
| UniqueSeries       | Royal Guard's Shield ⭐      | Royal Guard's Shield ⭐⭐     |      6666.67 |           80 |
| UniqueSeries       | Ancient Shield ⭐            | Ancient Shield ⭐⭐           |      6666.67 |           80 |
| UniqueSeries       | Royal Guard's Spear ⭐       | Royal Guard's Spear ⭐⭐      |      7000.00 |           84 |
| UniqueSeries       | Hylian Shield                | Hylian Shield ⭐              |      7500.00 |           90 |
| UniqueSeries       | Hylian Shield ⭐             | Hylian Shield ⭐⭐            |      9416.67 |          113 |
+--------------------+------------------------------+-------------------------------+--------------+--------------+
